書類管理番号,提出者名,提出日,リスク番号,リスク内容,文字数,api_output,要約,大分類,リスク名,33業種区分
S100VH33,株式会社セレス,2025-03-26 14:10,11,"② ②フィナンシャルサービス事業


フィナンシャルサービス事業では100％子会社である株式会社マーキュリー及び持分法適用関連会社であるビットバンク株式会社において、関東財務局より「資金決済に関する法律」第63条の２に基づく暗号資産交換業者として登録を受け、同法及び関係法令等による各種規制の下で暗号資産交換業を営んでおります。また、両社は自主規制機関である一般社団法人暗号資産等取引業協会に加入しており、当該団体の諸規則にも服しております。


当社グループは関連法令や諸規則等を遵守し、利用者保護に努めてまいる所存ですが、万が一、両社がこれらの法令や諸規則等に違反し、登録の取消し等の行政処分を受けた場合には当社グループの事業及び業績に影響を及ぼす可能性があります。


また、両社は「犯罪による収益の移転防止に関する法律」に定める特定事業者として、テロ資金や犯罪収益の追跡のための情報確保とテロ資金供与及びマネー・ロンダリング等の利用防止を目的とした顧客の取引時確認及び確認記録の保存等を義務付けられております。当社グループは同法の定めに基づき取引時確認を実施するとともに、確認記録及び取引記録を保存しておりますが、何らかの事由により同法に適合しない事態が発生した場合には、監督官庁による行政処分や刑事罰等を受けることがあり、その場合は当社グループの業績に影響を及ぼす可能性があります。",596,"要約: 法令や規則に違反すると行政処分や刑事罰を受け、事業や業績に影響を与えるリスクが存在する。

大分類: 4. 法務・コンプライアンスリスク  
リスク名: コンプライアンスリスク",法令や規則に違反すると行政処分や刑事罰を受け、事業や業績に影響を与えるリスクが存在する。,4. 法務・コンプライアンスリスク,コンプライアンスリスク,情報・通信業
S100VH33,株式会社セレス,2025-03-26 14:10,12,"(10） (10）知的財産権について


当社グループは複数の事業において商標権等の知的財産権を所有しており、法令の定めに則って権利の保全に努めていますが、第三者からの権利侵害を把握しきれない、もしくは適切な対応ができない場合には当社グループの業績に影響を及ぼす可能性があります。


また、当社グループによる第三者の知的財産権侵害の可能性については、専門家と連携を取り調査可能な範囲で対応を行っておりますが、当社の事業領域に関する第三者の知的財産権の完全な把握は困難であり、当社グループが認識せずに他社の知的財産権を侵害してしまう可能性は否定できません。この場合、損害賠償請求や使用差止請求等により、当社グループの事業及び業績に影響を及ぼす可能性があります。",330,"要約: 知的財産権の侵害リスクや、他社の権利を侵害する可能性があり、これにより業績に影響が出ることが懸念されている。

大分類: 4. 法務・コンプライアンスリスク  
リスク名: 知的財産リスク",知的財産権の侵害リスクや、他社の権利を侵害する可能性があり、これにより業績に影響が出ることが懸念されている。,4. 法務・コンプライアンスリスク,知的財産リスク,情報・通信業
S100VH33,株式会社セレス,2025-03-26 14:10,13,"(11） (11）個人情報保護について


当社グループでは、「モッピー」において会員に付与したポイントを現金と交換する際に預金口座情報等の個人情報を取得しております。また、ブロックチェーン関連、オンラインファクタリングサービス及びD2Cにおいても利用者及び購入者の住所、氏名等の個人情報を取得しております。そのため、個人情報の保護に関する法律が定める個人情報取扱事業者としての義務を課せられております。


個人情報の取得の際には利用目的を明示し、その範囲内でのみ利用するとともに、個人情報の管理につきましても、社内でのアクセス権限の設定、アクセスログの保存、外部データセンターでの情報管理、個人情報管理に関する規程の整備を行っております。さらに、役員及び従業員を対象とした社内研修等を通じて関連ルールの存在を周知徹底し、意識の向上を図ることで関連ルールの順守に努めております。


なお、体制構築の一環として2009年３月に一般財団法人日本情報経済社会推進協会よりプライバシーマークの付与認定を受けており、現在まで継続して更新しております。


しかしながら、外部からの不正アクセス、社内管理体制の瑕疵、その他想定外の事態の発生により個人情報が社外に流出した場合、損害賠償請求を受ける可能性や当社グループの社会的信用を失うこと等が想定され、当社グループの業績に影響を及ぼす可能性があります。",597,"要約: 個人情報が不正アクセスや管理体制の欠陥により流出した場合、損害賠償や社会的信用の喪失が懸念され、業績に影響を及ぼすリスク。

大分類: 6. 技術・情報リスク  
リスク名: 個人情報保護リスク",個人情報が不正アクセスや管理体制の欠陥により流出した場合、損害賠償や社会的信用の喪失が懸念され、業績に影響を及ぼすリスク。,6. 技術・情報リスク,個人情報保護リスク,情報・通信業
S100VH33,株式会社セレス,2025-03-26 14:10,14,"(12） (12）内部管理体制について


当社グループは、当社（株式会社セレス）、連結子会社９社（株式会社ゆめみ、株式会社マーキュリー、株式会社バッカス、株式会社ディアナ、studio15株式会社、株式会社ラボル、株式会社サルース、株式会社アポロ・キャピタル、Apollo Capital１号投資事業有限責任組合）及び持分法適用関連会社１社（ビットバンク株式会社）によって構成されております。当社グループの持続的な成長のためには、当社の内部管理体制をより一層強化することはもちろん、関係会社を含めたグループガバナンス体制の強化が必要であると認識しております。今後、事業規模の拡大に合わせ、内部管理体制も充実・強化させていく方針でありますが、事業規模に適した内部管理体制の構築に遅れが生じた場合、当社グループの事業及び業績に影響を及ぼす可能性があります。",377,"要約: 当社グループは内部管理体制の強化が必要であり、その遅れが事業や業績に影響を及ぼすリスクがある。

大分類: 3. オペレーショナルリスク  
リスク名: 内部管理リスク",当社グループは内部管理体制の強化が必要であり、その遅れが事業や業績に影響を及ぼすリスクがある。,3. オペレーショナルリスク,内部管理リスク,情報・通信業
S100VH33,株式会社セレス,2025-03-26 14:10,15,"(13） (13）新規事業立ち上げに伴うリスクについて


当社グループは事業規模の拡大と収益源の多様化を図るため、積極的に新規事業の立ち上げに取り組んでいく方針であります。


しかしながら、新規事業においては、採算性に不透明な点が多く結果的に当初予想した収益が得られず、初期コストが回収できない可能性があること、安定した収益を生み出すまでにある程度の時間を要する可能性があること等が予想され、新規事業に取り組んだ結果、利益率の低下等、当社グループの業績に影響を及ぼす可能性があります。",244,"要約: 新規事業の立ち上げに伴うリスクとして、採算性の不透明さや初期コストの回収不可能性があり、業績に悪影響を及ぼす可能性がある。

大分類: 1. 戦略リスク  
リスク名: 新規事業リスク",新規事業の立ち上げに伴うリスクとして、採算性の不透明さや初期コストの回収不可能性があり、業績に悪影響を及ぼす可能性がある。,1. 戦略リスク,新規事業リスク,情報・通信業
S100VH33,株式会社セレス,2025-03-26 14:10,16,"(14） (14）固定資産の減損について


当社グループは、固定資産のうち減損の兆候がある資産又は資産グループについて、当該資産又は資産グループから得られる割引前将来キャッシュ・フローの総額が帳簿価額を下回る場合には、固定資産の帳簿価額を回収可能価額まで減額し、当該減少額を減損損失として計上しております。割引前将来キャッシュ・フローは事業計画を基礎とし、将来の不確実性を考慮して見積っておりますが、将来の不確実な経済条件の変動等により見積りの見直しが必要となった場合、減損損失が発生する可能性があります。


　なお、当連結会計年度においては、「第５ 経理の状況　１ 連結財務諸表等　(1) 連結財務諸表　注記事項　(連結損益計算書関係)　※３ 減損損失」に記載のとおり、減損損失（223百万円）を計上しております。


　また、「第５ 経理の状況　１ 連結財務諸表等　(1) 連結財務諸表　注記事項　(重要な会計上の見積り)　（２） のれんの評価」に記載のとおり、当社グループは当連結会計年度末現在において1,331百万円ののれんを計上しております。


 


なお、上記以外にも様々なリスクがあり、ここに記載されたものが当社グループのすべてのリスクではありません。",537,"要約: 将来の経済条件の変動によって、固定資産の減損損失が発生する可能性があり、企業の財務状況に影響を及ぼすリスク。

大分類: 2. 財務リスク  
リスク名: 減損損失リスク",将来の経済条件の変動によって、固定資産の減損損失が発生する可能性があり、企業の財務状況に影響を及ぼすリスク。,2. 財務リスク,減損損失リスク,情報・通信業
S100VGK5,株式会社オークネット,2025-03-26 15:30,1,"（１） （１）リスクマネジメントの体制
リスク管理体制の
強化・充実を図り、リスクの発生防止及び最小化、並びにリスク発生による損失の低減を図ることにより、経営の健全性と収益の安定的増大を確保し、ステークホルダーからの信任を得るため、リスク管理対策の基本方針や、リスク発生時の対応等について、リスク管理規程を定めております。 また、当社のリスク管理に関する重要事項と方針の審議を行うリスク管理小委員会を設置しており、原則半期に１回以上開催しております。
当社グループは、スリーラインモデルによりリスクマネジメント体制を構築しています。各部門を第１ラインとし、各部門のリスクの抽出やコントロールを行っております。抽出したリスクに関しては、「発生頻度/発生時期」及び「影響度」からリスクスコアを算出します。
リスク管理小委員会を第２ラインとし、第１ラインの活動への支援やモニタリング、抽出されたリスク項目に関する議論を行っており、コンプライアンス委員会へ随時報告を行っています。
内部監査室を第３ラインとし、監査等委員会と連携しつつ、独立した立場からガバナンスとリスクマネジメントの妥当性と有効性に関して定期的な監査を実施し、代表取締役社長CEOへ随時報告を行っています。
 
（リスクマネジメント体制図）",550,"要約: リスク管理体制を強化し、リスクの発生防止と損失低減を図るための方針や手続きを定めており、定期的にリスクの監視と評価を行う仕組みを構築している。

大分類: 0. リスクマネジメント（補助分類）  
リスク名: リスクマネジメント体制リスク",リスク管理体制を強化し、リスクの発生防止と損失低減を図るための方針や手続きを定めており、定期的にリスクの監視と評価を行う仕組みを構築している。,0. リスクマネジメント（補助分類）,リスクマネジメント体制リスク,情報・通信業
S100VGK5,株式会社オークネット,2025-03-26 15:30,2,"（２） （２）全社重要リスクの決定プロセス
当社グループは、第１ラインにおいて抽出されたリスク項目を第２ラインにおいて議論及びモニタリングを実施し、全社重要リスクを決定しています。",90,"要約: 当社グループは、リスクを特定し評価するプロセスを通じて全社の重要リスクを選定しています。

大分類: 0. リスクマネジメント（補助分類）  
リスク名: 全社重要リスク決定プロセスリスク",当社グループは、リスクを特定し評価するプロセスを通じて全社の重要リスクを選定しています。,0. リスクマネジメント（補助分類）,全社重要リスク決定プロセスリスク,情報・通信業
S100VGK5,株式会社オークネット,2025-03-26 15:30,3,"（３） （３）全社重要リスク
上記プロセスを通し、当社グループは、本有価証券報告書に記載した事項のうち、投資者の判断に重要な影響を及ぼす可能性のある事項は下記の通りと考えています。 なお、文中の将来に関する事項は、当連結会計年度末現在において当社グループが判断したものであります。
 




















大項目




リスク名称




発生頻度/発現時期




影響度








財務リスク




為替リスク




高/短期




高








金利変動リスク




中/中期




低








与信リスク




中/中期




中








税務リスク




低/長期




中








災害リスク




自然災害リスク




中/中期




高








感染症リスク




中/中期




中








IT・情報セキュリティリスク




システム障害リスク




高/短期




高








情報漏洩に関するリスク




高/短期




高








人的資本リスク




人財不足・人財流出リスク




中/中期




高








労働災害リスク




低/長期




中








政治・経済リスク




法規制リスク




低/長期




中








景気変動リスク




低/長期




中








原材料価格高騰リスク




高/短期




中








法務リスク




コンプライアンスリスク




中/中期




高








知的財産権リスク




低/長期




低








事業成長に関するリスク




新規事業・M&Aリスク




高/短期




高








設備投資リスク




低/長期




中








競合参入リスク




高/短期




高








事業環境リスク




中/中期




中








カントリーリスク




海外情勢リスク




高/短期




中








サステナビリティリスク




気候変動リスク




中/中期




中








人権リスク




低/長期




中",1012,"要約: 当社は、投資者に影響を及ぼす可能性のある重要なリスクを整理しており、為替リスクや自然災害リスク、システム障害リスクなど、多岐にわたるリスクが存在することを示しています。

大分類: 2. 財務リスク  
リスク名: 為替リスク",当社は、投資者に影響を及ぼす可能性のある重要なリスクを整理しており、為替リスクや自然災害リスク、システム障害リスクなど、多岐にわたるリスクが存在することを示しています。,2. 財務リスク,為替リスク,情報・通信業
S100VGK5,株式会社オークネット,2025-03-26 15:30,4,"（４） （４）全社重要リスクの内容と対応策
全社重要リスクのうち、特に影響度の高い項目に関する内容と対応策は下記の通りです。
 














為替リスク








リスクの内容
 当社グループは、海外子会社や海外会員を有しており、様々な国や地域において取引及び事業活動を行っているため、為替の変動は、海外からの応札需要及び取引に影響を及ぼすことに加え、為替差損益等が発生する可能性があり、当社グループの財政状態及び経営成績に影響を及ぼす可能性があります。








リスクの対応策
 ・落札時レートと決済時レートの変動によるリスクを最小限にするため、債権回収期日や円換算を短期化






 


 














自然災害リスク








リスクの内容
 地震、台風、津波等の自然災害や火災等の事故災害の発生及び気候変動の影響により、当社グループの拠点等が被災しサービスの提供ができなくなる、又は、こうした事態に伴い経済状況が悪化することにより、収益が減少し、当社グループの財政状態及び経営成績に影響を及ぼす可能性があります。








リスクの対応策
 ・BCPの整備及び運用の徹底によるリスクの低減（詳細は（５）危機管理の体制（BCP）を参照）
 ・物流センターの代替や業務の自動化の検討






 


 














システム障害リスク








リスクの内容
 当社グループは、インターネットシステムを通じてサービスを提供しており、また管理業務全体は、インターネットを通信手段としてシステムを構築しております。当社グループでは、コンピュータシステムの拡充と安定性の確保には多大な努力をしておりますが、システムへの予想を超えるアクセス数の増加による過負荷、機器やソフトウエアの不具合、人為的ミス、回線障害、コンピュータウィルス、ハッカー等の悪意の妨害行為のほか、停電、自然災害によってもシステム障害が起こる可能性があり、サービスに支障をきたす可能性があります。
 当社グループでは、さまざまなシステム障害対策を講じてはおりますが、何らかの理由により障害が発生した場合、サービス停止による収益機会の喪失、顧客やユーザーからの信頼性低下等により、当社グループの財政状態及び経営成績に影響を及ぼす可能性があります。








リスクの対応策
 ・各障害の管理・知見化、内部要因に対する対策や品質向上の継続的な実施
 ・SLAが高いサービスの冗長化及び監視強化による障害リスクの低減






 


 














情報漏洩に関するリスク








リスクの内容
 当社グループでは個人情報の取扱いと管理には細心の注意を払い、情報管理の重要性を周知させるべく全従業員に対し研修等を行い、社内におけるルール化やその手続きの明確化及び徹底化を図っております。また、当社は、情報セキュリティマネジメントシステム(ISMS)に関して、一般財団法人日本情報経済社会推進協会(JIPDEC)が企業のISMSがISO/IEC 27001に準拠していることを認証する「ISMS適合性評価制度」を取得し、個人情報の管理に留意しております。 しかしながら、当社が扱う情報について、外部からのアクセス、システム運用における人的過失、従業員の故意による顧客情報の漏洩、消失、改竄又は不正利用等が生じる可能性があり、そのような事態に適切に対応できず 信用の失墜又は損害賠償請求による損失が発生した場合には、当社グループの事業活動が制限される恐れがあり、当社グループの財政状態及び経営成績に影響を及ぼす可能性があります。








リスクの対応策
 ・情報リテラシー向上のための全従業員に対する研修の実施
 ・ルールや手続きの明確化及び徹底化
 ・外部アクセスや社内不正アクセスへの対策及びWebサイト脆弱性診断等の実施
 ・内製化等、ノウハウを委託会社に一元的掌握をされない開発体制の構築






 


 














人財不足・人財流出リスク








リスクの内容
 キャリアに関する価値観の多様化によりグローバルにおいて人財の流動化が進み、DX人財をはじめ、先端技術を保有するなどの希少なスキルや経験を持つ人財の獲得競争が激化しています。採用状況の悪化や人財の流出等により、当社グループの財政状態及び経営成績に影響を及ぼす可能性があります。








リスクの対応策
 ・様々なキャリアの価値観を有する人財から選ばれる人的資本経営の促進
 ・従業員が持てる能力を発揮し、価値を創造し続ける企業となるための従業員エンゲージメント向上の推進
 ・従業員の心とからだの健康の保持・増進を支援する健康経営の取組






 


 














コンプライアンスリスク








リスクの内容
 当社グループは、事業の多様化及びグローバル展開を推進しているため、事業を展開する国や地域における規制に違反した場合、監督当局による行政処分や、事業活動の停止、社会的信用の失墜に繋がる恐れがあり、当社グループの財政状態及び経営成績に影響を及ぼす可能性があります。








リスクの対応策
 ・コンプライアンス委員会と取締役会の連携等のガバナンス体制の強化
 ・社内教育の徹底
 ・内部通報制度の整備
 ・発生した際の、トップマネジメントへの迅速な報告・対応の遂行






 


 














新規事業・M&Aリスク








リスクの内容
 提携や買収により、知り得ない偶発債務又は簿外債務、経営上の重大な問題等不確定な要素が存在する
こと、将来における事業状況の悪化により回収可能価額が低下し、保有するのれんを含む資産の減損損失が発生すること、又は事業拡大に伴い複雑化する組織を統制するための経営負担が増大すること等により、当社グループの財政状態及び経営成績に影響を及ぼす可能性があります。








リスクの対応策
 ・新規事業に対する適切な情報収集及び議論
 ・M&A先の詳細なデューディリジェンスの実施
 ・投資案件に関する定期的なモニタリング及び議論






 


 














競合参入リスク








リスクの内容
 当社グループはオークション関連事業を行っており、同業他社を含め多くの企業が同様の事業を展開しております。現在、当社グループはインターネットを通じたオークションシステムの提供等により、業界内では一定の実績を上げておりますが、急激な技術革新、サービス競争の激化、又はニーズの多様化等が生じた場合、新規参入事業者等により、新たな高付加価値サービスの提供等がなされ競争が激化した場合には、当社グループの財政状態及び経営成績に影響を及ぼす可能性があります。








リスクの対応策
 ・競合他社に関する情報収集
 ・コアコンピタンスを活かした参入障壁の強化
 ・ポートフォリオの多角化",2967,"要約: 海外子会社を持ち、為替変動が財政状態や経営成績に影響を及ぼす可能性があるリスク。

大分類: 2. 財務リスク  
リスク名: 為替リスク",海外子会社を持ち、為替変動が財政状態や経営成績に影響を及ぼす可能性があるリスク。,2. 財務リスク,為替リスク,情報・通信業
S100VGK5,株式会社オークネット,2025-03-26 15:30,5,"（５） （５）危機管理の体制（BCP）
当社において、緊急時にBCPを発動し継続対策を推進する体制は以下の通りとしております。「緊急対策本部」設置時においては、要員や情報等の資源に一定の制約がある中で、重要課題に緊急対応する必要があるため、代表取締役社長CEOを全社統括とする機動的な対応体制を取ることとしております。
 
（緊急対策本部の体制）",173,"要約: 緊急時にBCPを発動して適切に対応するための体制を構築しているが、限られた資源の中で重要課題への迅速な対応が求められるリスクが存在する。

大分類: 3. オペレーショナルリスク  
リスク名: 危機管理リスク",緊急時にBCPを発動して適切に対応するための体制を構築しているが、限られた資源の中で重要課題への迅速な対応が求められるリスクが存在する。,3. オペレーショナルリスク,危機管理リスク,情報・通信業
S100VHMV,株式会社ネクソン,2025-03-27 11:28,2,"ⅰ) ⅰ) PCオンラインゲーム、モバイルゲーム及びコンソールゲーム市場の成長性について 
アジア地域におけるインターネット利用率の上昇や中国、欧州及び北米地域におけるブロードバンド普及率の拡大に伴い、インターネット市場は拡大していくことが予測されております。また、世界的に見ても、スマートフォンやタブレットの普及率は上昇していくことが予測されております。中でも当社グループが事業を展開しているPCオンラインゲーム、モバイルゲーム及びコンソールゲームの世界市場は拡大するものと当社では予測しております。 
しかしながら、当社の予想どおりにPCオンラインゲーム、モバイルゲーム及びコンソールゲーム市場が成長しない場合や、ゲームライセンス料の高騰、ゲーム開発期間の長期化による配信遅延や停滞が発生した場合には、当社グループの業績及び今後の事業展開に影響を与える可能性があります。",387,"要約: ゲーム市場の予想成長が実現しない場合や、ライセンス料の高騰、開発遅延が発生すると、業績に悪影響を及ぼすリスク。

大分類: 1. 戦略リスク  
リスク名: 市場環境リスク",ゲーム市場の予想成長が実現しない場合や、ライセンス料の高騰、開発遅延が発生すると、業績に悪影響を及ぼすリスク。,1. 戦略リスク,市場環境リスク,情報・通信業
S100VHMV,株式会社ネクソン,2025-03-27 11:28,3,"ⅱ) ⅱ) PCオンラインゲーム、モバイルゲーム及びコンソールゲーム市場の環境について 
当社はPCオンラインゲーム、モバイルゲーム及びコンソールゲームを主たる事業としております。PCオンライン事業の拡大に当たっては、ブロードバンド環境の普及によりインターネット市場が拡大していくことを事業展開の基礎条件として考えております。モバイルゲーム事業に関しては、今後も世界的にスマートフォンの普及は拡大し、モバイルゲーム市場も拡大していくものと見込んでおります。コンソールゲーム事業についても同様、世界的にゲームコンソールの普及が拡大し、コンソールゲーム市場も拡大していくものと見込んでおります。
しかしながら、今後新たな法的規制の導入、技術革新の遅れ、インターネットや携帯電話利用料金の改定を含む通信事業者の動向など、当社の予期せぬ要因によりインターネット関連市場の発展が阻害される場合には、当社グループの事業展開及び業績に影響を及ぼす可能性があります。",425,"要約: 法的規制の導入や技術革新の遅れなどの不確実な要因により、インターネット関連市場の発展が阻害され、事業展開と業績に影響が出るリスク。

大分類: 1. 戦略リスク  
リスク名: 市場環境リスク",法的規制の導入や技術革新の遅れなどの不確実な要因により、インターネット関連市場の発展が阻害され、事業展開と業績に影響が出るリスク。,1. 戦略リスク,市場環境リスク,情報・通信業
S100VHMV,株式会社ネクソン,2025-03-27 11:28,4,"ⅲ) ⅲ) 新規参入や競合他社の存在について 
当社グループの主要事業であるPCオンラインゲーム、モバイルゲーム及びコンソールゲーム市場には、多くの競合企業が存在しております。 
PCオンラインゲーム、モバイルゲーム及びコンソールゲームのみならず、PCパッケージゲーム、ソーシャルネットワーク向けのゲーム等さまざまなジャンルのゲームと競合しており、ソーシャルネットワークや動画及び音楽ストリーミングサービスの利用などゲーム以外のオンラインサービスともユーザーの時間を奪い合う競合関係にあります。これら競合するゲームやオンラインサービスをユーザーが利用する時間が増えた場合、当社グループの事業展開及び業績に影響を及ぼす可能性があります。
当社グループといたしましては、長年のPCオンライン事業で培った経験、ノウハウやブランドをもとに、特色あるサービスやゲームタイトルの配信による競合他社との差別化を図り、継続的に魅力的で競争力ある新規PCオンラインゲーム、モバイルゲーム及びコンソールゲームタイトルの開発と配信を行うことによる安定的な新規ユーザーの獲得を通じて、市場における優位性の構築を推進してまいります。
しかしながら、競合他社との競争の激化や風評被害により、当社グループのPCオンラインゲーム、モバイルゲーム及びコンソールゲームのユーザー数が減少した場合やゲームコンテンツの配信遅延等が生じた場合には、当社グループの事業展開及び業績に影響を及ぼす可能性があります。",634,"要約: 競合他社の存在や新規参入の影響で、当社のゲーム市場におけるユーザー数が減少する可能性があり、業績に影響を与えるリスク。

大分類: 1. 戦略リスク  
リスク名: 市場環境リスク",競合他社の存在や新規参入の影響で、当社のゲーム市場におけるユーザー数が減少する可能性があり、業績に影響を与えるリスク。,1. 戦略リスク,市場環境リスク,情報・通信業
S100VHMV,株式会社ネクソン,2025-03-27 11:28,5,"ⅳ) ⅳ) 技術革新について 
当社グループが事業展開しているPCオンラインゲーム、モバイルゲーム及びコンソールゲーム市場は、インターネット環境やネットワーク技術に密接に関連しており、技術革新の速度が極めて速いことから、日進月歩でプログラム等が高度化するという特徴があります。
当社グループはそうした技術革新に合わせてサービスモデルの変更や新機能に対応したソフトウェア及びコンテンツの開発等を随時行ってまいりますが、想定外の新技術や競合他社が開発した新サービスにより、適時な対応ができない場合、当社グループが提供するサービスの競争力が相対的に低下し、当社グループの事業展開及び業績に影響を及ぼす可能性があります。",306,"要約: 技術革新の速いゲーム市場において、競合の新技術やサービスへの迅速な対応ができない場合、競争力が低下し業績に悪影響を与えるリスク。

大分類: 6. 技術・情報リスク  
リスク名: 技術革新リスク",技術革新の速いゲーム市場において、競合の新技術やサービスへの迅速な対応ができない場合、競争力が低下し業績に悪影響を与えるリスク。,6. 技術・情報リスク,技術革新リスク,情報・通信業
S100VHMV,株式会社ネクソン,2025-03-27 11:28,7,"ⅰ) ⅰ) 海外市場への進出について
当社グループは、日本、韓国、中国、米国等、世界各国でPCオンラインゲーム、モバイルゲーム及びコンソールゲームを配信又はライセンスを供与しており、当社グループの経営成績及び財政状態は、様々な国や地域、特に韓国や中国における政治的、経済的、地政学的状況の変化による影響を受ける可能性があります。
海外新規市場への進出を推進するに当たり、必要に応じて他社との業務提携、合弁会社の設立、M&A等を検討してまいりますが、その過程においてさまざまな不確実要素により遅延等が生じた場合、当社グループの事業展開及び業績に影響を及ぼす可能性があります。",286,"要約: 海外市場への進出に伴い、地政学的や経済的な状況の変化が影響し、業務提携やM&Aの遅延が事業展開や業績に影響を与えるリスク。

大分類: 1. 戦略リスク  
リスク名: 海外事業リスク",海外市場への進出に伴い、地政学的や経済的な状況の変化が影響し、業務提携やM&Aの遅延が事業展開や業績に影響を与えるリスク。,1. 戦略リスク,海外事業リスク,情報・通信業
S100VHMV,株式会社ネクソン,2025-03-27 11:28,8,"ⅱ) ⅱ) 主要フランチャイズへの売上集中について 
当社グループの売上収益においては、一部の主要フランチャイズへの依存度が高くなっており、
2024年12月
期では、『アラド戦記』(
Dungeon&Fighter
)、『メイプルストーリー』(
MapleStory
)
及び『EA SPORTS FC™』
が連結売上収益のうち、一定の高い割合を占めております。当社グループは競争力のある新規ゲームタイトルの開発及び他社開発品のライセンスの授与又は買収によりポートフォリオの多角化を推進してまいりますが、ユーザー嗜好の変化、サーバー等システムにおける予期できない障害、知的財産に関わる紛争等が発生した場合には、当社グループの事業展開及び業績に影響を及ぼす可能性があります。",337,"要約: 主要フランチャイズへの依存度が高く、ユーザーの嗜好変化やシステム障害、知的財産紛争が業績に影響を与えるリスクがある。

大分類: 3. オペレーショナルリスク  
リスク名: サプライチェーンリスク",主要フランチャイズへの依存度が高く、ユーザーの嗜好変化やシステム障害、知的財産紛争が業績に影響を与えるリスクがある。,3. オペレーショナルリスク,サプライチェーンリスク,情報・通信業
S100VHMV,株式会社ネクソン,2025-03-27 11:28,9,"ⅲ) ⅲ) 業績の季節変動及び事業特性について 
当社グループが事業展開しているPCオンラインゲーム市場は、日本、韓国、中国、欧米など世界各地の年末年始や夏休み期間、大型連休及び旧正月などの祝祭日に売上収益が上昇する傾向があります。このような季節変動要因をゲーム・ユーザー数の変動要因のひとつと認識しておりますが、その変動が大きい場合には、当社グループの業績に影響を及ぼす可能性があります。",195,"要約: PCオンラインゲーム市場は季節変動があり、特に祝祭日や大型連休に売上が増加するが、変動が大きい場合には業績に影響が出るリスクがある。

大分類: 1. 戦略リスク  
リスク名: 市場環境リスク",PCオンラインゲーム市場は季節変動があり、特に祝祭日や大型連休に売上が増加するが、変動が大きい場合には業績に影響が出るリスクがある。,1. 戦略リスク,市場環境リスク,情報・通信業
S100VHMV,株式会社ネクソン,2025-03-27 11:28,10,"ⅳ) ⅳ) PCオンラインゲーム、モバイルゲーム及びコンソールゲームのポートフォリオの拡充について 
当社グループは、ユーザー数の増加に向けて、継続的に新規PCオンラインゲーム、モバイルゲーム及びコンソールゲームタイトルの開発によるポートフォリオの拡充を行っておりますが、新規開発が計画どおりに進まない可能性があります。また、他社が開発したPCオンラインゲーム、モバイルゲーム及びコンソールゲームタイトルのライセンスを受ける、又は買収することによるポートフォリオ拡充にも努めておりますが、計画どおりにPCオンラインゲーム、モバイルゲーム及びコンソールゲームタイトルを開発及び獲得できない場合、当社グループの事業展開及び業績に影響を及ぼす可能性があります。",327,"要約: 新規ゲームタイトルの開発やライセンス取得が予定通りに進まない可能性があり、それが事業展開や業績に影響を及ぼすリスク。

大分類: 1. 戦略リスク  
リスク名: 新規事業リスク",新規ゲームタイトルの開発やライセンス取得が予定通りに進まない可能性があり、それが事業展開や業績に影響を及ぼすリスク。,1. 戦略リスク,新規事業リスク,情報・通信業
S100VHMV,株式会社ネクソン,2025-03-27 11:28,11,"ⅴ) ⅴ) 既存PCオンラインゲーム、モバイルゲーム及びコンソールゲームタイトルの更新について 
当社グループは、既存PCオンラインゲーム、モバイルゲーム及びコンソールゲームタイトルをユーザーに継続的に利用してもらい製品のライフサイクルを伸ばすために、新規ストーリーの更新や定期的なエンターテインメント性の高いゲーム内イベントの開催等を行っております。
しかしながら、既存PCオンラインゲーム、モバイルゲーム及びコンソールゲームタイトルの更新や拡充が計画どおりに進まない場合には、当社グループの業績に影響を及ぼす可能性があります。",265,"要約: 既存のゲームタイトルの更新や拡充が計画通りに進まない場合、業績に悪影響を及ぼすリスクがある。

大分類: 1. 戦略リスク  
リスク名: 新規事業リスク",既存のゲームタイトルの更新や拡充が計画通りに進まない場合、業績に悪影響を及ぼすリスクがある。,1. 戦略リスク,新規事業リスク,情報・通信業
S100VHMV,株式会社ネクソン,2025-03-27 11:28,12,"ⅵ) ⅵ) サービス展開に伴うリスクについて 
当社グループは、PCオンラインゲーム、モバイルゲーム及びコンソールゲームの開発を主に自社内で行うことで、独自の開発ノウハウを蓄積し、各国別に異なるユーザーの嗜好性の変化へ即時に対応できる柔軟な開発体制を構築しております。
しかしながら、何らかの事情により顧客ニーズの適時・的確な把握等が困難となり、既存ゲームタイトルにおける適切なサービスの拡充や嗜好性に合致した新規ゲームタイトルの開発に支障が生じる可能性は否定できません。そのような場合には、ユーザーに対する訴求力の低下を招き、当社グループの事業展開及び業績に影響を及ぼす可能性があります。",295,"要約: 顧客ニーズの把握が困難になることで、ゲームタイトルのサービス拡充や新規開発に支障が生じる可能性があり、業績に悪影響を及ぼすリスク。

大分類: 1. 戦略リスク  
リスク名: 新規事業リスク",顧客ニーズの把握が困難になることで、ゲームタイトルのサービス拡充や新規開発に支障が生じる可能性があり、業績に悪影響を及ぼすリスク。,1. 戦略リスク,新規事業リスク,情報・通信業
